memnuniyet_seviyesi;performans_olcumu;proje_sayisi;aylik_calisma_suresi;tecrube
84;83;4;222;3
83;48;4;220;3
83;48;4;220;3
56;92;5;222;4
44;56;2;142;3
81;77;4;239;3
62;53;3;141;3
58;57;5;205;2
68;69;3;185;2
76;78;3;162;3
57;55;2;173;2
83;66;3;239;3
45;49;2;144;3
63;52;3;183;2
63;89;3;239;3
89;52;4;189;3
69;69;4;195;2
63;62;3;141;3
53;63;3;205;2
88;51;3;208;3
88;51;3;208;3
67;68;4;254;3
53;92;3;207;4
58;85;4;162;3
54;71;2;194;2
65;71;4;186;2
69;76;3;153;3
49;89;2;233;4
92;62;4;196;3
83;83;3;186;3
49;59;5;140;3
49;59;5;140;3
48;61;3;251;3
48;61;3;251;3
69;63;2;252;3
81;54;3;215;4
73;86;3;200;4
73;86;3;200;4
57;67;3;207;2
45;54;2;142;3
45;54;2;142;3
45;54;2;142;3
89;53;4;208;3
73;92;3;199;3
71;87;4;238;3
89;52;3;190;3
39;55;2;146;3
55;87;3;241;4
49;54;4;247;3
87;76;5;182;3
58;58;5;171;2
85;66;3;235;3
58;54;4;199;2
74;89;3;229;3
86;72;4;173;3
54;63;4;140;3
54;63;4;140;3
38;55;2;147;3
38;55;2;147;3
38;55;2;147;3
85;81;2;223;3
66;94;4;198;3
49;58;5;186;2
89;74;5;220;3
52;45;2;145;3
52;54;5;247;4
41;49;2;147;3
41;49;2;147;3
73;83;2;167;3
69;75;4;249;4
43;47;2;147;3
43;47;2;147;3
43;47;2;147;3
37;49;2;151;3
37;49;2;151;3
37;49;2;151;3
37;49;2;151;3
37;49;2;151;3
37;49;2;151;3
37;49;2;151;3
63;64;3;208;2
24;62;5;199;4
24;62;5;199;4
41;48;6;165;4
57;73;3;146;3
44;49;2;145;3
44;49;2;145;3
44;49;2;145;3
66;54;5;191;2
65;56;3;142;3
82;53;4;162;3
51;66;4;182;2
59;54;4;176;2
59;54;4;176;2
57;54;3;140;3
65;67;4;144;3
64;72;4;253;4
63;58;4;141;3
45;52;2;143;3
41;48;2;148;3
41;48;2;148;3
41;48;2;148;3
57;69;4;255;3
45;47;2;146;3
83;65;4;162;3
91;65;5;214;3
91;65;5;214;3
76;79;5;187;4
76;79;5;187;4
41;54;2;145;3
41;54;2;145;3
41;54;2;145;3
38;47;2;152;3
83;59;4;197;4
57;54;3;157;4
63;64;3;174;2
56;64;3;206;2
41;46;2;150;3
51;58;4;140;3
44;48;2;146;3
44;48;2;146;3
44;48;2;146;3
31;79;2;193;4
63;94;4;219;3
63;94;4;219;3
56;85;5;245;3
74;37;6;200;3
62;75;5;165;4
62;75;5;165;4
62;57;3;174;2
57;63;5;156;4
56;68;5;203;2
64;72;4;254;3
55;91;3;179;3
34;57;4;152;3
67;64;3;203;2
69;89;3;216;4
37;54;2;149;3
37;54;2;149;3
37;54;2;149;3
72;58;5;147;3
59;54;4;178;2
59;54;4;178;2
67;61;3;202;2
67;56;3;193;2
74;74;3;156;3
81;76;5;198;4
85;66;3;234;3
51;63;4;198;2
51;63;4;198;2
66;64;4;204;2
63;78;3;153;3
63;72;6;163;4
63;72;6;163;4
74;84;3;239;3
82;62;4;160;3
69;91;4;186;3
53;57;4;250;3
54;92;4;228;3
54;68;4;183;2
43;48;2;147;3
63;66;3;177;2
78;58;3;241;3
58;71;4;145;3
81;81;4;177;3
84;74;3;234;3
75;76;3;246;3
78;84;3;233;3
49;91;3;227;3
63;61;3;205;2
52;72;3;253;3
54;71;3;145;3
91;66;5;212;3
73;73;5;249;3
39;52;2;148;3
78;58;3;154;3
37;46;2;155;3
38;55;2;148;3
38;55;2;148;3
38;55;2;148;3
58;61;3;205;2
62;66;4;143;3
37;48;2;153;3
71;74;3;250;3
38;49;2;151;3
38;49;2;151;3
38;49;2;151;3
42;48;2;148;3
43;46;2;149;3
43;46;2;149;3
56;54;4;191;2
49;57;4;141;3
78;53;3;156;3
77;83;5;216;4
77;83;5;216;4
77;54;3;227;4
91;63;4;210;3
68;58;4;186;2
52;57;3;183;2
53;83;4;246;3
52;69;3;144;3
81;52;3;162;3
39;56;2;147;3
51;63;3;183;2
62;58;3;202;2
78;89;3;211;3
53;73;4;147;3
38;56;2;148;3
57;58;3;251;3
73;55;3;149;3
74;88;5;183;3
75;64;4;247;3
73;55;4;171;4
76;71;4;156;3
75;82;3;169;3
77;73;4;159;3
64;89;3;175;3
73;83;4;241;3
68;54;4;165;4
46;53;2;143;3
57;68;3;254;4
83;57;4;232;3
45;72;4;149;3
42;46;2;150;3
42;46;2;150;3
42;46;2;150;3
72;68;3;150;3
39;48;2;151;3
39;48;2;151;3
53;91;5;181;3
53;91;5;181;3
55;69;5;193;2
57;65;5;177;2
85;63;3;167;3
44;51;2;145;3
44;51;2;145;3
44;51;2;145;3
44;51;2;145;3
65;75;2;151;3
66;67;3;199;2
41;46;2;151;3
41;46;2;151;3
41;46;2;151;3
39;47;2;152;3
36;46;2;157;3
65;88;4;173;3
65;88;4;173;3
77;59;4;153;3
79;66;4;243;3
82;79;3;176;3
82;79;3;176;3
86;74;2;178;3
51;92;3;224;3
45;56;2;143;3
55;68;3;185;2
53;94;4;202;3
74;83;3;170;3
65;65;5;180;2
57;62;5;141;3
51;83;5;161;3
73;78;4;181;4
52;89;5;193;4
55;64;3;178;2
55;64;3;178;2
59;65;4;177;2
45;57;2;143;3
58;67;2;180;2
51;62;2;186;2
85;73;4;174;3
46;54;2;143;3
46;54;2;143;3
43;53;2;145;3
53;61;4;198;2
59;67;3;180;2
56;56;4;195;2
84;83;3;215;3
49;87;4;171;3
57;85;4;164;3
59;59;3;141;3
64;59;3;200;2
64;94;4;210;3
64;94;4;210;3
67;64;3;198;2
67;64;3;198;2
51;58;3;141;3
62;91;4;231;3
63;43;2;222;4
41;52;2;147;3
55;63;3;201;2
37;46;2;156;3
37;46;2;156;3
37;46;2;156;3
37;46;2;156;3
69;87;5;174;3
69;87;5;174;3
44;46;2;149;3
73;86;3;215;4
38;45;2;156;3
38;45;2;156;3
78;87;3;190;3
74;79;5;237;4
37;49;2;153;3
78;66;4;156;3
66;62;3;144;3
77;83;3;175;3
77;83;3;175;3
73;85;5;224;4
51;89;3;230;4
73;54;3;150;3
37;48;2;154;3
91;67;4;206;3
75;56;5;175;4
43;47;2;149;3
38;46;2;155;3
56;59;3;178;2
82;66;4;238;3
64;65;3;181;2
64;64;3;180;2
57;57;4;141;3
71;63;3;249;3
53;57;5;141;3
75;61;5;173;4
64;49;3;241;3
64;49;3;241;3
88;55;5;182;3
71;44;2;207;4
64;67;5;198;2
79;87;3;218;3
81;86;4;213;3
81;86;4;213;3
75;85;4;234;3
59;57;4;197;2
56;41;5;152;3
56;41;5;152;3
59;84;4;245;3
78;87;3;191;3
68;73;4;251;3
87;77;3;190;3
53;65;2;189;2
87;75;3;222;3
34;71;2;160;3
73;89;3;226;3
79;54;6;190;4
43;52;2;146;3
88;66;3;178;3
56;68;3;144;3
82;54;4;164;3
65;63;4;199;2
84;52;5;171;3
67;64;4;190;2
54;65;3;185;2
63;83;4;243;4
81;59;2;236;3
88;53;3;188;3
67;55;3;246;3
48;89;5;179;3
57;75;5;252;3
45;46;2;149;3
45;46;2;149;3
54;79;5;249;3
54;79;5;249;3
63;68;4;191;2
36;48;2;156;3
36;48;2;156;3
36;48;2;156;3
54;61;3;182;2
76;82;4;172;3
44;51;2;146;3
81;86;3;210;3
52;86;5;168;3
45;52;2;145;3
45;52;2;145;3
45;52;2;145;3
74;85;3;176;3
44;48;2;148;3
44;48;2;148;3
44;48;2;148;3
37;46;2;157;3
37;46;2;157;3
37;46;2;157;3
37;46;2;157;3
36;61;4;166;4
79;49;4;163;3
42;55;2;146;3
52;53;4;159;4
59;39;5;200;4
59;39;5;200;4
59;92;5;226;3
55;62;5;197;2
82;78;5;232;3
61;68;3;193;2
61;68;3;193;2
69;86;4;238;3
54;76;2;166;4
56;73;4;148;3
82;84;3;194;3
82;84;3;194;3
43;53;2;146;3
43;53;2;146;3
43;53;2;146;3
43;53;2;146;3
67;73;4;251;3
53;92;4;223;3
36;55;2;152;3
38;54;2;150;3
67;93;3;206;3
46;54;2;144;3
46;54;2;144;3
46;54;2;144;3
57;46;3;167;4
42;56;2;146;3
39;54;2;149;3
39;54;2;149;3
81;57;4;213;4
78;63;4;156;3
43;48;2;149;3
31;49;4;165;3
68;56;3;146;3
71;56;4;238;4
72;58;4;149;3
88;71;3;184;3
73;87;3;181;3
37;85;2;185;3
84;49;4;178;3
55;88;3;173;3
35;52;3;155;3
62;58;3;192;2
74;49;4;233;3
74;49;4;233;3
83;74;4;233;3
44;56;2;145;3
44;56;2;145;3
44;56;2;145;3
44;56;2;145;3
37;51;2;153;3
37;51;2;153;3
37;51;2;153;3
37;51;2;153;3
37;51;2;153;3
56;59;3;185;2
89;71;4;190;3
89;71;4;190;3
56;92;4;224;3
56;92;4;224;3
55;93;3;217;3
44;57;2;145;3
89;65;4;184;3
37;46;2;158;3
37;46;2;158;3
37;46;2;158;3
26;69;4;180;3
61;83;4;245;3
61;83;4;245;3
61;73;3;252;3
61;73;3;252;3
55;93;5;196;3
55;93;5;196;3
64;67;4;252;3
64;67;4;252;3
65;76;4;171;4
43;52;2;147;3
43;52;2;147;3
43;52;2;147;3
59;59;3;194;2
81;75;5;170;3
61;63;3;250;4
62;68;4;251;4
75;89;3;196;3
36;54;2;153;3
36;54;2;153;3
39;51;2;151;3
39;51;2;151;3
39;51;2;151;3
62;64;4;185;2
44;53;2;146;3
58;65;5;187;2
66;59;3;145;3
87;73;5;184;3
87;73;5;184;3
73;89;5;223;3
51;72;4;163;4
77;56;5;226;4
51;88;5;230;4
76;89;5;204;3
87;62;3;176;3
42;45;3;227;3
42;45;3;227;3
37;54;2;152;3
37;54;2;152;3
37;54;2;152;3
28;55;4;208;4
78;57;4;157;3
78;57;4;157;3
85;81;3;205;3
82;76;3;174;3
73;86;4;179;3
59;69;3;146;3
79;54;5;212;4
37;45;2;160;3
61;64;3;187;2
87;54;4;211;3
48;54;2;144;3
62;72;3;149;3
62;72;3;149;3
36;51;2;155;3
36;51;2;155;3
36;51;2;155;3
36;51;2;155;3
57;61;2;189;2
78;68;2;159;3
78;68;2;159;3
43;53;2;147;3
43;53;2;147;3
64;66;5;163;4
74;76;3;244;3
39;46;2;156;3
42;56;2;147;3
41;55;2;148;3
41;55;2;148;3
41;55;2;148;3
86;53;3;213;3
58;63;4;190;2
37;55;2;152;3
37;55;2;152;3
37;55;2;152;3
56;88;3;174;3
72;72;4;175;4
66;48;4;229;4
61;62;2;192;2
63;93;4;201;3
75;59;3;242;3
73;63;3;172;4
24;65;6;194;3
57;69;4;146;3
42;57;2;147;3
42;57;2;147;3
36;48;2;158;3
36;48;2;158;3
36;48;2;158;3
39;48;2;154;3
37;51;2;154;3
37;51;2;154;3
56;79;5;248;3
56;79;5;248;3
84;79;4;222;3
38;55;2;151;3
38;55;2;151;3
81;85;4;202;3
72;65;5;151;3
65;92;3;219;3
57;65;5;144;3
89;71;5;194;3
55;49;5;240;3
58;69;3;252;3
46;55;2;145;3
46;55;2;145;3
45;48;2;149;3
77;57;4;238;3
45;51;2;147;3
45;51;2;147;3
45;51;2;147;3
68;61;4;147;3
75;78;3;241;3
73;67;4;153;3
75;53;4;224;4
75;53;4;224;4
64;62;4;145;3
72;63;4;241;4
51;74;4;151;3
45;47;2;150;3
71;76;3;246;3
87;56;2;214;3
67;77;3;157;3
49;79;4;158;3
77;79;3;200;4
74;79;5;241;3
53;63;5;159;4
83;77;3;228;3
58;83;4;163;3
39;57;2;150;3
46;57;2;145;3
44;53;2;147;3
77;66;6;181;4
46;49;2;148;3
46;49;2;148;3
46;49;2;148;3
75;49;4;208;4
64;38;6;215;3
81;84;3;216;3
46;38;6;165;3
66;67;5;148;3
61;51;4;242;3
37;63;4;153;3
56;93;4;210;3
75;85;4;181;3
84;68;3;231;3
65;72;3;248;4
38;49;2;155;3
79;75;4;168;3
61;86;3;239;3
61;86;3;239;3
49;58;5;246;3
45;52;2;147;3
42;55;2;148;3
36;48;2;159;3
36;48;2;159;3
36;48;2;159;3
61;57;4;144;3
78;63;4;158;3
38;52;2;153;3
38;52;2;153;3
38;52;2;153;3
74;74;5;160;3
74;74;5;160;3
67;44;5;212;4
56;52;3;243;3
43;53;2;148;3
65;77;2;248;3
43;51;2;149;3
55;72;3;149;3
37;51;2;155;3
37;51;2;155;3
37;51;2;155;3
64;61;5;249;3
45;56;2;146;3
45;56;2;146;3
78;76;3;238;3
68;63;4;148;3
45;49;2;149;3
45;49;2;149;3
45;49;2;149;3
54;75;4;249;4
74;58;4;233;4
35;63;3;156;3
41;47;2;154;3
37;47;2;159;3
52;92;3;214;3
78;81;4;232;3
63;88;3;177;3
76;67;5;243;3
76;67;5;243;3
72;89;3;221;3
61;47;2;149;3
67;58;3;246;3
77;56;3;236;3
69;68;3;151;3
54;64;3;250;3
66;72;5;152;3
74;58;3;241;3
45;47;2;151;3
45;47;2;151;3
45;47;2;151;3
49;54;3;145;3
72;86;3;231;3
82;74;3;232;3
75;53;5;235;3
68;89;4;227;3
79;76;4;216;4
57;88;3;176;3
84;78;3;221;3
38;57;2;152;3
89;65;3;210;3
81;83;3;193;3
36;51;2;157;3
74;62;4;236;4
69;56;4;149;3
69;56;4;149;3
89;64;5;191;3
37;52;2;155;3
37;52;2;155;3
37;52;2;155;3
48;89;3;224;3
44;46;2;153;3
71;89;3;222;3
68;85;5;173;3
73;74;4;181;4
66;51;5;149;3
52;68;3;162;4
62;69;4;165;4
59;56;5;162;4
31;75;4;220;3
78;49;3;224;3
71;68;4;242;4
72;88;3;224;3
38;52;2;154;3
38;52;2;154;3
38;52;2;154;3
61;55;3;245;3
52;82;2;242;3
56;75;4;249;3
42;49;2;152;3
41;46;2;156;3
41;46;2;156;3
41;46;2;156;3
67;86;3;175;3
46;53;2;147;3
46;53;2;147;3
69;58;4;149;3
69;58;4;149;3
74;59;4;177;4
38;46;2;160;3
37;48;2;159;3
37;48;2;159;3
37;48;2;159;3
72;88;3;189;3
72;88;3;189;3
64;75;4;172;4
45;45;2;154;3
45;45;2;154;3
45;45;2;154;3
36;52;2;157;3
42;56;2;149;3
42;56;2;149;3
42;56;2;149;3
78;54;3;161;3
78;54;3;161;3
89;62;5;196;3
55;92;3;198;3
83;51;4;215;3
77;87;4;209;3
39;55;2;152;3
79;56;6;205;4
45;46;2;153;3
45;46;2;153;3
45;46;2;153;3
45;46;2;153;3
45;46;2;153;3
44;52;2;149;3
44;52;2;149;3
74;58;4;178;4
76;81;3;175;3
39;46;2;159;3
39;46;2;159;3
67;64;5;248;3
41;56;2;150;3
41;56;2;150;3
41;56;2;150;3
83;52;5;217;3
83;52;5;217;3
72;89;4;217;3
67;78;4;241;4
45;51;2;149;3
51;88;3;202;4
43;51;5;168;4
43;51;5;168;4
39;53;2;153;3
59;83;4;239;4
75;87;4;193;3
78;59;5;236;3
78;59;5;236;3
66;85;4;237;3
46;52;2;148;3
44;46;2;154;3
64;72;4;152;3
78;79;5;233;3
87;58;4;212;3
46;55;2;147;3
46;55;2;147;3
48;61;3;146;3
78;86;3;210;3
43;52;2;150;3
43;52;2;150;3
51;75;4;154;3
66;83;4;234;4
74;86;3;186;3
63;85;3;232;4
79;74;3;169;3
79;74;3;169;3
65;85;4;172;3
65;85;4;172;3
39;58;3;152;3
73;56;5;239;3
87;74;3;209;3
44;57;2;148;3
44;53;2;149;3
44;53;2;149;3
44;53;2;149;3
43;48;2;153;3
43;48;2;153;3
43;48;2;153;3
44;51;2;150;3
44;51;2;150;3
44;51;2;150;3
76;62;4;157;3
42;49;2;153;3
42;52;2;151;3
37;48;2;160;3
37;48;2;160;3
37;48;2;160;3
37;48;2;160;3
37;48;2;160;3
45;39;2;167;3
65;79;4;241;4
41;48;2;155;3
65;52;5;149;3
87;55;4;197;3
87;55;4;197;3
87;74;4;207;3
42;55;2;150;3
74;71;4;243;3
82;65;4;168;3
66;91;5;199;3
73;82;4;205;4
73;66;3;244;3
49;74;2;154;3
58;65;4;248;4
45;55;2;148;3
45;55;2;148;3
45;55;2;148;3
63;75;4;155;3
43;53;2;150;3
43;53;2;150;3
43;53;2;150;3
45;49;2;151;3
61;78;4;244;4
41;55;2;151;3
41;55;2;151;3
87;68;4;217;3
44;54;2;149;3
44;54;2;149;3
44;54;2;149;3
44;45;2;156;3
44;45;2;156;3
44;45;2;156;3
44;45;2;156;3
44;45;2;156;3
44;45;2;156;3
74;87;3;192;3
83;58;4;225;3
39;51;2;155;3
34;82;6;202;3
64;83;3;188;4
62;65;3;249;3
37;57;2;155;3
37;57;2;155;3
37;57;2;155;3
84;75;3;184;3
75;69;3;242;3
38;56;2;154;3
38;56;2;154;3
38;56;2;154;3
81;76;4;177;3
67;56;3;237;4
37;52;2;157;3
37;52;2;157;3
37;52;2;157;3
79;59;5;197;4
64;52;3;240;3
74;59;4;155;3
82;49;5;210;3
82;49;5;210;3
61;58;6;146;3
83;54;4;219;3
68;51;4;176;4
79;67;5;222;4
82;58;5;227;3
45;57;2;148;3
45;57;2;148;3
45;57;2;148;3
76;75;4;193;4
45;53;2;149;3
43;54;2;150;3
62;52;3;148;3
43;46;2;156;3
43;46;2;156;3
43;46;2;156;3
74;44;5;169;3
86;57;4;183;3
63;67;4;149;3
84;73;3;181;3
61;86;4;196;4
62;91;3;195;3
38;52;2;156;3
78;72;3;223;4
32;45;2;188;3
87;68;5;187;3
49;72;4;246;3
77;76;3;201;4
51;91;4;206;3
62;85;3;237;3
62;85;3;237;3
86;72;3;217;3
86;72;3;217;3
69;89;2;220;3
42;48;2;155;3
42;48;2;155;3
42;48;2;155;3
46;46;2;154;3
46;46;2;154;3
46;46;2;154;3
81;72;3;232;3
59;72;4;168;4
59;72;4;168;4
39;54;2;154;3
39;54;2;154;3
52;72;2;247;4
41;54;2;152;3
41;54;2;152;3
41;54;2;152;3
41;54;2;152;3
79;72;3;216;4
76;65;4;240;3
76;85;4;190;3
37;72;2;163;3
36;54;2;158;3
86;59;3;215;3
72;79;4;192;4
48;86;5;198;4
48;86;5;198;4
52;71;3;151;3
85;55;5;182;3
54;65;3;147;3
37;56;2;156;3
37;56;2;156;3
37;56;2;156;3
87;63;5;214;3
66;57;3;169;4
33;51;2;166;3
45;46;2;155;3
45;46;2;155;3
45;46;2;155;3
66;58;4;244;3
66;58;4;244;3
79;83;2;192;3
67;66;3;151;3
38;53;2;156;3
38;53;2;156;3
38;53;2;156;3
69;54;5;152;3
59;83;3;240;3
63;49;4;151;3
63;49;4;151;3
49;63;3;245;4
65;91;3;207;3
37;52;2;158;3
37;52;2;158;3
32;67;5;224;4
73;81;5;173;3
44;54;2;150;3
39;48;2;159;3
57;75;5;171;4
37;54;2;157;3
37;54;2;157;3
43;46;2;157;3
43;46;2;157;3
43;46;2;157;3
67;83;3;171;3
76;52;2;229;3
87;72;3;201;3
44;65;2;151;3
71;56;3;177;4
42;47;2;157;3
45;57;2;149;3
74;67;4;158;3
84;75;3;187;3
55;91;4;199;3
76;85;3;192;3
76;85;3;192;3
85;75;3;214;3
83;72;2;226;3
62;74;4;155;3
69;53;3;153;3
69;53;3;153;3
62;73;3;245;4
62;73;3;245;4
82;59;5;170;3
82;59;5;170;3
49;36;2;192;3
49;36;2;192;3
39;54;2;155;3
39;54;2;155;3
39;54;2;155;3
65;89;5;223;3
65;89;5;223;3
56;62;4;247;3
81;79;4;222;3
66;68;4;152;3
38;77;2;170;3
53;59;3;163;4
33;61;2;163;3
44;51;2;152;3
43;77;3;237;3
41;54;2;153;3
41;54;2;153;3
41;54;2;153;3
55;84;3;237;3
48;69;4;245;3
46;86;2;212;4
82;49;5;185;3
79;82;4;220;3
79;82;4;220;3
49;43;5;210;4
87;65;3;212;3
37;52;2;159;3
37;52;2;159;3
37;52;2;159;3
38;53;2;157;3
38;53;2;157;3
38;53;2;157;3
41;46;2;160;3
41;46;2;160;3
41;46;2;160;3
75;77;5;199;4
75;77;5;199;4
39;48;2;160;3
39;48;2;160;3
39;48;2;160;3
52;38;6;169;3
44;46;2;157;3
33;77;3;216;3
61;46;5;220;4
37;57;2;157;3
43;53;2;152;3
72;67;3;243;3
57;77;4;245;3
57;75;5;172;4
38;56;2;156;3
38;56;2;156;3
38;56;2;156;3
67;56;4;241;3
87;59;4;202;3
55;59;3;245;3
43;57;2;151;3
77;67;4;225;4
44;54;2;151;3
44;54;2;151;3
44;54;2;151;3
44;49;2;154;3
44;49;2;154;3
44;47;2;156;3
67;66;6;152;3
63;75;4;175;4
63;75;4;175;4
44;48;2;155;3
82;67;3;229;3
82;67;3;229;3
52;73;4;245;4
73;76;2;166;3
36;56;2;159;3
64;57;5;149;3
59;75;2;156;3
43;49;2;155;3
38;54;2;157;3
49;73;4;244;3
77;74;4;202;4
63;76;4;245;3
38;51;2;159;3
38;51;2;159;3
38;51;2;159;3
38;51;2;159;3
38;51;2;159;3
38;51;2;159;3
83;67;3;175;3
83;67;3;175;3
78;66;3;164;3
78;66;3;164;3
79;58;5;165;3
81;74;2;228;3
81;74;2;228;3
82;63;3;171;3
72;73;5;184;4
55;75;3;156;3
58;79;3;243;3
58;79;3;243;3
59;52;2;149;3
77;57;5;162;3
82;75;4;224;3
51;54;4;166;4
84;68;4;179;3
58;75;4;244;4
27;64;2;188;3
74;85;2;189;3
39;48;2;161;3
84;53;4;206;3
65;69;4;153;3
76;77;5;234;3
44;53;2;152;3
38;79;5;176;3
75;58;3;159;3
63;57;5;149;3
37;57;2;158;3
37;57;2;158;3
39;55;2;156;3
39;55;2;156;3
39;55;2;156;3
39;55;2;156;3
68;54;4;153;3
86;62;4;186;3
86;62;4;186;3
41;51;2;156;3
68;75;5;243;3
41;55;2;154;3
41;55;2;154;3
41;55;2;154;3
42;47;2;159;3
42;47;2;159;3
42;47;2;159;3
75;84;5;222;3
75;84;5;222;3
43;47;2;158;3
43;47;2;158;3
52;51;2;232;4
71;48;3;161;3
77;84;4;196;3
87;62;4;202;3
85;57;5;210;3
39;56;2;156;3
45;55;2;151;3
45;55;3;151;3
45;55;2;151;3
45;55;2;151;3
43;48;2;157;3
43;48;2;157;3
76;59;3;191;4
67;77;4;242;3
37;55;2;159;3
41;56;2;154;3
41;56;2;154;3
41;56;2;154;3
41;56;2;154;3
84;53;5;190;3
31;57;4;200;4
39;57;2;156;3
43;54;2;153;3
43;54;2;153;3
43;54;2;153;3
43;54;2;153;3
43;52;2;154;3
83;51;4;199;3
41;57;2;154;3
67;57;2;234;4
29;68;4;210;3
66;46;4;204;4
75;73;3;225;4
54;71;3;153;3
63;48;4;180;4
63;48;4;180;4
38;55;2;158;3
38;55;2;158;3
38;55;2;158;3
51;43;3;204;4
45;57;2;151;3
86;64;5;188;3
53;59;3;148;3
59;59;4;244;3
63;57;3;242;3
63;57;3;242;3
58;87;4;181;3
62;64;5;150;3
61;67;4;151;3
61;67;4;151;3
52;54;5;239;3
69;72;3;243;3
53;52;3;233;4
43;55;2;153;3
43;51;2;155;3
43;51;2;155;3
43;51;2;155;3
72;82;4;231;3
78;53;6;168;3
78;53;6;168;3
36;69;3;165;3
71;74;3;163;3
44;48;2;226;3
72;51;3;160;3
64;85;3;213;4
45;54;2;152;3
45;54;2;152;3
86;68;2;192;3
76;74;4;235;3
85;56;5;203;3
66;73;3;244;3
68;49;3;230;3
44;58;4;152;3
68;44;5;165;3
53;37;3;180;3
53;37;3;180;3
56;83;3;236;3
56;83;3;236;3
54;49;4;152;3
66;84;3;211;4
71;77;4;192;4
72;83;4;181;3
39;57;2;157;3
45;46;2;159;3
45;46;2;159;3
39;54;2;158;3
39;54;2;158;3
39;54;2;158;3
65;67;3;245;3
73;69;4;161;3
73;69;3;161;3
51;53;3;237;3
42;57;2;154;3
42;57;2;154;3
42;57;2;154;3
47;71;2;241;4
79;62;5;167;3
79;62;5;167;3
69;67;4;156;3
75;55;3;162;3
76;81;3;225;3
72;75;3;166;3
54;52;5;170;4
69;53;4;156;3
66;89;3;202;3
75;71;3;237;3
57;56;3;241;3
38;52;2;161;3
52;82;3;170;3
44;53;2;154;3
48;84;4;228;3
78;51;3;172;3
44;39;2;188;3
44;48;2;158;3
44;48;2;158;3
72;57;4;224;4
78;68;5;168;3
82;73;3;183;3
79;49;5;210;3
84;62;5;217;3
32;74;3;211;3
65;66;6;240;4
41;53;2;157;3
41;53;2;157;3
41;53;2;157;3
41;53;2;157;3
66;49;4;157;3
66;49;4;157;3
69;49;3;198;4
38;64;5;160;3
85;72;3;201;3
68;51;4;157;3
65;49;4;184;4
72;84;4;186;3
76;48;5;173;3
48;56;2;151;3
73;52;4;162;3
86;67;5;200;3
69;69;3;236;4
39;57;2;158;3
39;57;2;158;3
39;57;2;158;3
65;48;4;229;3
45;51;2;155;3
38;55;2;160;3
75;84;4;195;3
75;57;5;162;3
54;42;6;218;3
52;67;3;244;3
43;52;2;156;3
68;88;5;201;3
46;57;2;152;3
46;57;2;152;3
46;57;2;152;3
49;65;3;168;4
72;74;2;238;3
71;57;2;183;4
42;54;2;156;3
42;54;2;156;3
42;54;2;156;3
44;51;2;156;3
44;51;2;156;3
44;51;2;156;3
63;59;4;171;4
66;86;5;185;3
45;48;2;158;3
45;48;2;158;3
45;48;2;158;3
41;51;2;159;3
85;64;4;188;3
39;55;2;159;3
39;55;2;159;3
39;55;2;159;3
85;66;5;189;3
62;67;2;153;3
56;85;5;230;3
66;65;4;154;3
56;86;4;181;3
52;57;3;150;3
74;77;3;233;3
43;48;2;160;3
52;83;2;227;4
53;56;5;236;4
44;53;2;155;3
44;53;2;155;3
64;56;3;239;3
77;83;3;204;3
37;52;4;211;4
61;85;5;230;3
65;66;5;239;4
53;75;4;240;4
84;73;4;197;3
84;73;4;197;3
69;84;3;227;3
46;51;2;155;3
75;56;4;230;3
45;54;2;154;3
54;73;3;157;3
54;73;3;157;3
79;81;4;203;3
76;76;5;175;3
62;73;3;158;3
62;89;3;201;3
49;81;4;233;3
68;51;5;158;3
43;44;5;213;3
82;56;5;180;3
57;61;3;243;3
69;71;3;241;3
56;71;5;244;3
56;71;5;244;3
73;62;5;186;4
55;89;4;209;3
42;56;2;156;3
64;72;5;158;3
45;47;2;160;3
45;47;2;160;3
45;47;2;160;3
51;72;3;242;3
79;48;5;200;3
82;77;4;205;3
84;58;4;208;3
51;86;4;223;3
45;51;2;156;3
41;52;2;159;3
41;52;2;159;3
41;52;2;159;3
83;62;4;218;3
72;66;3;160;3
82;63;5;177;3
56;77;5;238;4
58;86;3;182;3
43;54;2;156;3
63;52;5;226;4
31;72;2;191;3
32;74;6;205;3
67;65;5;242;3
67;81;3;221;4
77;55;3;225;3
38;56;2;161;3
38;56;2;161;3
38;56;2;161;3
69;57;4;227;4
69;57;5;227;4
81;67;4;225;3
45;53;2;155;3
45;53;2;155;3
45;53;2;155;3
83;56;3;186;3
55;84;4;200;4
31;59;3;176;3
45;56;2;154;3
45;56;2;154;3
45;56;2;154;3
75;53;3;166;3
66;48;3;203;4
52;57;4;239;3
43;49;2;160;3
43;49;2;160;3
49;61;3;240;3
73;72;3;166;3
73;77;3;233;3
73;77;3;233;3
61;68;4;244;3
44;53;2;156;3
43;63;3;156;3
71;65;4;239;3
39;56;2;160;3
39;56;2;160;3
63;64;3;243;3
51;73;5;241;3
43;53;2;157;3
42;53;2;158;3
67;63;3;241;3
51;76;2;239;3
66;62;4;241;3
73;55;3;206;4
85;65;3;195;3
62;87;4;221;3
62;87;4;221;3
62;49;4;218;4
79;73;4;226;3
43;52;2;158;3
43;52;2;158;3
43;52;2;158;3
72;68;4;238;3
69;56;3;183;4
72;51;4;164;3
56;71;5;243;3
79;65;5;228;3
63;85;4;182;3
63;85;4;182;3
81;77;4;197;3
45;55;2;155;3
